Date,AAPL,MSFT,AMZN,GOOGL,GOOG,TSLA,UNH,JNJ,NVDA
2022-07-11,144.8699951171875,264.510009765625,111.75,2313.530029296875,2330.449951171875,703.030029296875,516.9500122070312,178.35000610351562,151.52000427246094
2022-07-12,145.86000061035156,253.6699981689453,109.22000122070312,2280.409912109375,2296.989990234375,699.2100219726562,514.4199829101562,175.85000610351562,150.82000732421875
2022-07-13,145.49000549316406,252.72000122070312,110.4000015258789,2227.070068359375,2243.739990234375,711.1199951171875,501.239990234375,175.44000244140625,151.63999938964844
2022-07-14,148.47000122070312,254.0800018310547,110.62999725341797,2207.35009765625,2228.800048828125,714.9400024414062,502.42999267578125,175.67999267578125,153.72000122070312
2022-07-15,150.1699981689453,256.7200012207031,113.55000305175781,111.77749633789062,112.76699829101562,720.2000122070312,529.75,178.22999572753906,157.6199951171875
